1144.93	1160.65	50591	38049.7
526.832	542.499	49919.1	38049.7
590.512	605.137	51954.9	48621.3
543.094	535.172	51317.4	47164.4
955.594	721.591	51871.4	38049.7
428.842	437.62	53127.3	38049.7
623.443	523.687	53771.5	38049.7
896.79	916.529	52413.6	48366
400.18	517.107	53852.9	38049.7
1067.28	1003.29	50896.8	38049.7
1019.1	1056.92	51753.1	49964.7
832.032	899.012	50862.4	51944.7
375.026	322.668	52966.9	38049.7
630.101	421.594	52821.7	38049.7
553.704	573.973	53875.9	49443
858.344	947.724	52442.3	53059.7
756.581	771.484	52227	50321.4
2048.73	2028.75	50463.6	53669
1587.76	1512.33	51194.9	55232.1
1214.76	1185.32	49772.2	51868
636.725	676.91	50494.3	49645.9
478.696	552.553	52851.1	34228.2
848	862.961	52499.9	56459.8
645.563	681.402	52464.8	49276.9
684.358	709.056	51422.9	38049.7
1144.62	1107.21	50726.1	45130.1
563.977	601.105	52429.4	49027.6
718.742	787.072	52924.6	40913.7
1194.27	1220.85	53677.8	39944.9
1188.13	1236.77	52052.7	29864.3
839.003	966.333	52781.9	50656
438.099	404.14	53953.3	38049.7
652.467	720.656	53427.9	50655.2
786.801	1047.56	53696.1	50192.9
343.661	394.726	53594.9	41248.3
1033.18	1344.87	53356.9	53151.8
297.449	566.944	51384.8	56753.7
740.749	728.641	49283.1	49407.9
2231.86	2203.37	50913.7	38049.7
1816.08	1816.1	49269.8	38049.7
1747.79	1692.58	52502.8	60274.9
639.41	718.992	49303.3	40913.7
321.616	377.533	52711.8	42665.4
1100.52	1104.77	52652.9	46634.3
601.384	660.692	53071	48879
655.45	719.251	54260	50106.3
1322.61	1374.04	51266.8	58425.1
683.587	641.327	50657.2	43103.8
485.41	587.007	53248.7	38049.7
331.981	289.773	54054.9	37194.8
683.399	919.352	53907	50706.4
831.361	1151.81	52018.4	54354.1
1165.22	1224.98	50255.9	33729.5
1220.51	1244.63	50559.9	53332
1508.1	1408.71	52878.4	40913.7
2164	2114.3	52266.6	39613.2
1322.75	1103.54	52001.5	54995
737.854	529.314	53092.9	34490.9
501.723	1018.29	53770.3	39592.3
1213.14	1193.33	49045	49388.4
864.799	849.096	53892.7	37190
1220.9	1329.11	50814.1	38049.7
539.54	746.656	54104.5	39646.9
484.507	374.898	50625.6	38049.7
367.098	376.954	53452.2	37835.4
1507.19	1395.76	51892.8	57693.3
722.798	1277.83	52589.3	53686.5
1789.37	1920.78	51746.2	55802.4
778.249	820.063	52705.6	40661
1102.17	1190.39	49546.8	38049.7
436.626	605.56	53955.7	49302.1
810.812	838.176	53918.5	39671.8
874.237	879.602	52238.7	38049.7
1031.99	1065.05	53952.1	50834.7
354.132	377.813	53660.2	47441
641.946	458.201	53845.9	38049.7
397.536	368.167	53251.2	30362.7
417.851	422.929	51494.8	38049.7
621.278	747.628	53127.3	50838.4
970.923	1033.54	51567.4	51511.5
1103.76	1107.21	50005.7	38049.7
1017.66	1405.71	50201	51956.3
1098.36	1096.71	53532.6	50757.1
606.947	678.576	53331.8	38049.7
206.594	213.959	53329	40623.8
814.481	805.083	49608.8	40913.7
494.126	1099.24	54241.1	38049.7
1039.67	1048.74	53448.9	32551.1
1337.13	1422.81	49432.9	40913.7
633.446	543.044	52217.2	38049.7
1076.81	1509.35	50021.5	53634.5
1358.47	1355.67	53477.9	51924.1
796.385	806.616	52529.4	49637.7
1145.91	1271.54	50017.8	40913.7
423.147	540.904	53398.2	48714
1506.35	1853.67	53159.6	41539.6
408.236	406.673	52718.8	48308.2
752.7	1081.84	50890.2	56456.2
763.73	962.96	51744.6	52407.9
1257.67	1350.05	51611.2	52069
615.241	586.298	53721.1	39593.3
359.511	306.706	52055.4	38049.7
504.55	513.265	53736.9	49298.8
1206.58	1164.63	53975.4	51961.3
1018.48	931.463	50015.1	38049.7
885.547	1019.43	51436.9	38049.7
526.549	1008.1	49033.8	50650.4
