# MicroBooNE BNB flux
# Based on CC inclusive paper release https://arxiv.org/abs/1905.09694 
# Elo: Lower bin edge in GeV
# Ehi: Upper bin edge in GeV
# numu flux    (numu/cm^2/proton-on-target/50 MeV)
# numubar flux zerod
# nue flux     zerod
# nuebar flux  zerod
# Elo   Ehi       numu      numub        nue       nueb
6.05	6.1	6.35038e-15	0	0	0
6.1	6.15	6.09004e-15	0	0	0
6.15	6.2	5.08948e-15	0	0	0
6.2	6.25	4.14092e-15	0	0	0
6.25	6.3	3.43437e-15	0	0	0
6.3	6.35	3.21136e-15	0	0	0
6.35	6.4	2.46031e-15	0	0	0
6.4	6.45	1.89699e-15	0	0	0
6.45	6.5	1.73954e-15	0	0	0
6.5	6.55	1.28882e-15	0	0	0
6.55	6.6	1.01973e-15	0	0	0
6.6	6.65	7.78957e-16	0	0	0
6.65	6.7	5.16945e-16	0	0	0
6.7	6.75	2.40769e-16	0	0	0
6.75	6.8	0	0	0	0
6.8	6.85	0	0	0	0
6.85	6.9	0	0	0	0
6.9	6.95	0	0	0	0
6.95	7	0	0	0	0
7	7.05	0	0	0	0
7.05	7.1	0	0	0	0
7.1	7.15	0	0	0	0
7.15	7.2	0	0	0	0
7.2	7.25	0	0	0	0
7.25	7.3	0	0	0	0
7.3	7.35	0	0	0	0
7.35	7.4	0	0	0	0
7.4	7.45	0	0	0	0
7.45	7.5	0	0	0	0
7.5	7.55	0	0	0	0
7.55	7.6	0	0	0	0
7.6	7.65	0	0	0	0
7.65	7.7	0	0	0	0
7.7	7.75	0	0	0	0
7.75	7.8	0	0	0	0
7.8	7.85	0	0	0	0
7.85	7.9	0	0	0	0
7.9	7.95	0	0	0	0
7.95	8	0	0	0	0
8	8.05	0	0	0	0
8.05	8.1	0	0	0	0
8.1	8.15	0	0	0	0
8.15	8.2	0	0	0	0
8.2	8.25	0	0	0	0
8.25	8.3	0	0	0	0
8.3	8.35	0	0	0	0
8.35	8.4	0	0	0	0
8.4	8.45	0	0	0	0
8.45	8.5	0	0	0	0
8.5	8.55	0	0	0	0
8.55	8.6	0	0	0	0
8.6	8.65	0	0	0	0
8.65	8.7	0	0	0	0
8.7	8.75	0	0	0	0
8.75	8.8	0	0	0	0
8.8	8.85	0	0	0	0
8.85	8.9	0	0	0	0
8.9	8.95	0	0	0	0
8.95	9	0	0	0	0
9	9.05	0	0	0	0
9.05	9.1	0	0	0	0
9.1	9.15	0	0	0	0
9.15	9.2	0	0	0	0
9.2	9.25	0	0	0	0
9.25	9.3	0	0	0	0
9.3	9.35	0	0	0	0
9.35	9.4	0	0	0	0
9.4	9.45	0	0	0	0
9.45	9.5	0	0	0	0
9.5	9.55	0	0	0	0
9.55	9.6	0	0	0	0
9.6	9.65	0	0	0	0
9.65	9.7	0	0	0	0
9.7	9.75	0	0	0	0
9.75	9.8	0	0	0	0
9.8	9.85	0	0	0	0
9.85	9.9	0	0	0	0
9.9	9.95	0	0	0	0
9.95	10	0	0	0	0
